month,region,product_category,customer_segment,marketing_spend,operating_cost,units_sold,average_price,revenue,gross_margin_rate,gross_margin,profit,retention_rate,churn_risk
2023-08-01,South,Support Plans,Enterprise,1831.28,6866.78,106,232.13,24605.67,0.5727,14092.58,5394.52,0.8173,0.1827
2023-08-01,West,Analytics Software,Small Business,3836.97,11897.0,133,390.98,52000.86,0.5512,28663.99,12930.03,0.8451,0.1549
2023-08-01,West,Analytics Software,Mid-Market,4314.1,11954.77,110,433.89,47728.27,0.6003,28649.39,12380.52,0.8369,0.1631
2023-08-01,West,Analytics Software,Enterprise,3354.54,10460.68,87,502.01,43674.69,0.6201,27080.78,13265.56,0.8729,0.1271
2023-08-01,West,Implementation Services,Small Business,4425.13,13120.35,90,701.92,63173.18,0.3788,23932.91,6387.44,0.8618,0.1382
2023-08-01,West,Implementation Services,Mid-Market,4224.63,14041.18,79,747.6,59060.65,0.4003,23644.85,5379.04,0.8483,0.1517
2023-08-01,West,Implementation Services,Enterprise,3925.46,13207.53,57,951.57,54239.59,0.4615,25030.33,7897.34,0.9027,0.0973
2023-08-01,West,Training Workshops,Small Business,3162.49,9754.01,140,252.33,35325.72,0.451,15933.08,3016.57,0.84,0.16
2023-08-01,West,Training Workshops,Mid-Market,2779.53,10144.09,116,290.59,33708.09,0.4696,15828.39,2904.77,0.8653,0.1347
2023-08-01,West,Training Workshops,Enterprise,1712.66,8147.44,68,340.34,23143.41,0.5458,12632.24,2772.14,0.882,0.118
2023-08-01,West,Support Plans,Small Business,2514.71,10875.94,182,176.23,32074.28,0.5091,16328.56,2937.9,0.8503,0.1497
2023-08-01,West,Support Plans,Mid-Market,2444.01,10324.01,156,190.13,29660.51,0.5096,15114.0,2345.99,0.8807,0.1193
2023-08-01,West,Support Plans,Enterprise,1674.19,9336.97,103,232.95,23993.61,0.5767,13836.32,2825.15,0.8926,0.1074
2023-09-01,Northeast,Analytics Software,Small Business,4837.59,12962.27,168,376.81,63303.85,0.5845,37003.32,19203.46,0.8735,0.1265
2023-09-01,Northeast,Analytics Software,Mid-Market,5280.54,12734.33,145,427.74,62021.75,0.5822,36107.97,18093.1,0.9077,0.0923
2023-09-01,Northeast,Analytics Software,Enterprise,4087.26,11780.37,93,519.92,48352.4,0.6092,29458.65,13591.03,0.8874,0.1126
2023-09-01,Northeast,Implementation Services,Small Business,5465.58,13342.57,98,680.39,66678.42,0.4242,28283.68,9475.53,0.8907,0.1093
2023-09-01,Northeast,Implementation Services,Mid-Market,4751.98,13674.74,89,760.1,67648.92,0.3955,26757.0,8330.28,0.8813,0.1187
2023-09-01,Northeast,Implementation Services,Enterprise,4017.78,12687.67,58,936.72,54329.71,0.4673,25387.67,8682.22,0.9037,0.0963
2023-09-01,Northeast,Training Workshops,Small Business,2127.32,9473.1,126,256.09,32267.65,0.4362,14076.06,2475.63,0.9053,0.0947
2023-09-01,Northeast,Training Workshops,Mid-Market,1934.89,8951.46,93,290.04,26973.46,0.4621,12464.0,1577.66,0.8595,0.1405
2023-09-01,Northeast,Training Workshops,Enterprise,2120.93,8534.81,75,342.74,25705.35,0.5269,13544.36,2888.62,0.8835,0.1165
2023-09-01,Northeast,Support Plans,Small Business,2732.9,10155.58,197,170.96,33679.94,0.5175,17427.99,4539.51,0.8495,0.1505
2023-09-01,Northeast,Support Plans,Mid-Market,2176.86,9759.71,172,187.54,32257.58,0.5037,16248.87,4312.3,0.9121,0.0879
2023-09-01,Northeast,Support Plans,Enterprise,1872.95,8470.55,100,231.42,23141.83,0.5542,12825.72,2482.23,0.8645,0.1355
2023-09-01,Midwest,Analytics Software,Small Business,3904.22,10631.83,139,380.15,52840.19,0.5646,29834.11,15298.05,0.8124,0.1876
2023-09-01,Midwest,Analytics Software,Mid-Market,3407.11,10860.16,120,431.18,51741.2,0.5581,28878.22,14610.95,0.8181,0.1819
2023-09-01,Midwest,Analytics Software,Enterprise,3400.86,8942.9,76,513.44,39021.4,0.6181,24119.81,11776.05,0.8672,0.1328
2023-09-01,Midwest,Implementation Services,Small Business,4326.98,11555.2,84,708.14,59484.09,0.4044,24052.4,8170.22,0.8412,0.1588
2023-09-01,Midwest,Implementation Services,Mid-Market,4598.36,9825.79,74,774.76,57332.13,0.4099,23498.85,9074.71,0.8144,0.1856
2023-09-01,Midwest,Implementation Services,Enterprise,3257.57,8957.84,43,919.2,39525.79,0.4542,17950.72,5735.32,0.8518,0.1482
2023-09-01,Midwest,Training Workshops,Small Business,2012.48,7911.05,97,256.79,24908.73,0.4443,11066.64,1143.12,0.8432,0.1568
2023-09-01,Midwest,Training Workshops,Mid-Market,1985.09,7612.32,105,282.48,29660.01,0.4795,14221.44,4624.03,0.8366,0.1634
2023-09-01,Midwest,Training Workshops,Enterprise,1294.79,7620.19,57,339.94,19376.43,0.5055,9794.38,879.4,0.89,0.11
2023-09-01,Midwest,Support Plans,Small Business,2057.85,8461.16,157,175.61,27571.15,0.5092,14040.19,3521.19,0.8322,0.1678
2023-09-01,Midwest,Support Plans,Mid-Market,1511.95,6719.65,115,184.71,21241.7,0.5331,11322.95,3091.34,0.8426,0.1574
2023-09-01,Midwest,Support Plans,Enterprise,1667.18,7124.59,85,232.27,19742.65,0.5821,11492.71,2700.93,0.8304,0.1696
2023-09-01,South,Analytics Software,Small Business,4175.88,11723.95,144,395.77,56991.35,0.5762,32836.37,16936.54,0.7709,0.2291
2023-09-01,South,Analytics Software,Mid-Market,4044.41,12183.47,145,423.46,61402.1,0.6045,37116.88,20889.0,0.8276,0.1724
2023-09-01,South,Analytics Software,Enterprise,3567.01,10909.09,92,532.87,49024.16,0.6275,30762.01,16285.91,0.8232,0.1768
2023-09-01,South,Implementation Services,Small Business,6996.97,13739.69,114,716.19,81645.26,0.3868,31584.25,10847.59,0.7925,0.2075
2023-09-01,South,Implementation Services,Mid-Market,4538.13,11585.11,88,770.86,67835.98,0.4033,27358.19,11234.95,0.7895,0.2105
2023-09-01,South,Implementation Services,Enterprise,3744.35,9814.87,52,922.15,47951.97,0.4591,22012.56,8453.34,0.8418,0.1582
2023-09-01,South,Training Workshops,Small Business,2861.12,8876.05,124,254.69,31581.9,0.4779,15093.02,3355.84,0.7747,0.2253
2023-09-01,South,Training Workshops,Mid-Market,3283.13,9713.22,126,287.0,36161.94,0.5009,18114.91,5118.56,0.7839,0.2161
2023-09-01,South,Training Workshops,Enterprise,2558.72,8849.13,88,337.32,29684.36,0.5406,16046.47,4638.62,0.8398,0.1602
2023-09-01,South,Support Plans,Small Business,2503.37,8620.64,190,176.62,33558.06,0.4884,16390.96,5266.95,0.8124,0.1876
2023-09-01,South,Support Plans,Mid-Market,2324.77,9516.97,177,185.54,32840.25,0.5208,17102.57,5260.83,0.8008,0.1992
2023-09-01,South,Support Plans,Enterprise,2533.53,8815.42,130,230.16,29920.36,0.5451,16310.29,4961.34,0.8437,0.1563
2023-09-01,West,Analytics Software,Small Business,3688.96,12964.39,145,392.77,56951.91,0.5529,31489.34,14835.99,0.8332,0.1668
2023-09-01,West,Analytics Software,Mid-Market,4278.26,11710.63,120,413.63,49635.41,0.5684,28214.1,12225.21,0.8655,0.1345
2023-09-01,West,Analytics Software,Enterprise,3801.7,10739.61,90,514.44,46299.25,0.6222,28806.79,14265.48,0.8495,0.1505
2023-09-01,West,Implementation Services,Small Business,5914.33,14073.8,97,700.72,67969.62,0.3812,25910.83,5922.7,0.818,0.182
2023-09-01,West,Implementation Services,Mid-Market,4240.17,13974.64,85,747.96,63576.88,0.4294,27301.8,9086.99,0.8361,0.1639
2023-09-01,West,Implementation Services,Enterprise,3916.92,12521.09,61,917.17,55947.31,0.4777,26727.67,10289.66,0.9058,0.0942
2023-09-01,West,Training Workshops,Small Business,2292.38,8930.63,108,257.02,27758.03,0.4503,12498.76,1275.75,0.8639,0.1361
2023-09-01,West,Training Workshops,Mid-Market,1920.87,9036.3,106,271.62,28791.86,0.4788,13786.7,2829.53,0.8726,0.1274
2023-09-01,West,Training Workshops,Enterprise,1924.63,8538.93,61,347.99,21227.09,0.5459,11586.92,1123.36,0.8518,0.1482
2023-09-01,West,Support Plans,Small Business,1721.56,8898.35,150,174.24,26136.49,0.5115,13369.81,2749.9,0.8797,0.1203
2023-09-01,West,Support Plans,Mid-Market,1662.01,10112.96,128,194.59,24907.14,0.5327,13266.98,1492.02,0.835,0.165
2023-09-01,West,Support Plans,Enterprise,1762.42,9394.5,104,224.98,23398.29,0.5775,13512.53,2355.61,0.8865,0.1135
2023-10-01,Northeast,Analytics Software,Small Business,5041.14,11720.28,150,385.94,57891.59,0.5693,32959.32,16197.9,0.845,0.155
2023-10-01,Northeast,Analytics Software,Mid-Market,5732.05,12835.72,150,424.73,63710.02,0.5742,36582.4,18014.62,0.8548,0.1452
2023-10-01,Northeast,Analytics Software,Enterprise,3750.98,11527.52,94,500.05,47004.68,0.6327,29738.45,14459.94,0.917,0.083
2023-10-01,Northeast,Implementation Services,Small Business,5553.52,14832.09,108,719.72,77730.11,0.4079,31707.69,11322.07,0.8737,0.1263
2023-10-01,Northeast,Implementation Services,Mid-Market,6039.1,14661.05,91,752.92,68515.98,0.3977,27250.75,6550.59,0.8796,0.1204
2023-10-01,Northeast,Implementation Services,Enterprise,3914.31,12643.42,54,931.81,50317.68,0.4747,23885.63,7327.89,0.9316,0.0684
2023-10-01,Northeast,Training Workshops,Small Business,3065.58,10118.05,154,252.25,38846.79,0.478,18570.35,5386.72,0.8858,0.1142
2023-10-01,Northeast,Training Workshops,Mid-Market,2247.85,9133.41,122,290.31,35417.49,0.4935,17479.18,6097.92,0.8634,0.1366
2023-10-01,Northeast,Training Workshops,Enterprise,1798.09,8880.89,70,332.8,23295.86,0.5445,12683.77,2004.78,0.8976,0.1024
2023-10-01,Northeast,Support Plans,Small Business,2654.79,10072.57,191,178.14,34025.38,0.4791,16302.29,3574.93,0.8574,0.1426
2023-10-01,Northeast,Support Plans,Mid-Market,2519.92,9392.08,154,191.1,29429.45,0.5052,14866.58,2954.58,0.8724,0.1276
2023-10-01,Northeast,Support Plans,Enterprise,1886.08,9677.39,122,238.39,29083.22,0.5791,16840.72,5277.25,0.9136,0.0864
2023-10-01,Midwest,Analytics Software,Small Business,4554.75,10878.34,161,376.37,60596.25,0.5393,32680.2,17247.11,0.8406,0.1594
2023-10-01,Midwest,Analytics Software,Mid-Market,3246.2,10260.39,114,429.21,48929.46,0.592,28967.85,15461.27,0.8541,0.1459
2023-10-01,Midwest,Analytics Software,Enterprise,3518.76,9562.1,78,531.21,41434.44,0.6312,26151.36,13070.5,0.8342,0.1658
2023-10-01,Midwest,Implementation Services,Small Business,4970.59,11128.42,79,716.46,56599.97,0.3884,21985.59,5886.59,0.8001,0.1999
2023-10-01,Midwest,Implementation Services,Mid-Market,5050.13,11152.82,81,751.67,60885.22,0.3982,24244.1,8041.16,0.8104,0.1896
2023-10-01,Midwest,Implementation Services,Enterprise,3784.58,9488.57,52,922.76,47983.39,0.47,22551.26,9278.1,0.8404,0.1596
2023-10-01,Midwest,Training Workshops,Small Business,1878.04,7749.93,104,260.22,27062.96,0.4711,12750.41,3122.44,0.8011,0.1989
2023-10-01,Midwest,Training Workshops,Mid-Market,2221.06,7328.42,109,276.39,30126.86,0.4786,14418.36,4868.88,0.8702,0.1298
2023-10-01,Midwest,Training Workshops,Enterprise,2250.61,7553.02,78,344.57,26876.62,0.5507,14800.89,4997.25,0.845,0.155
2023-10-01,Midwest,Support Plans,Small Business,1929.96,7723.88,166,178.37,29609.33,0.4886,14466.02,4812.18,0.8331,0.1669
2023-10-01,Midwest,Support Plans,Mid-Market,2685.7,8893.53,159,186.69,29682.96,0.5352,15886.82,4307.59,0.8098,0.1902
2023-10-01,Midwest,Support Plans,Enterprise,1672.2,7462.61,101,229.43,23172.1,0.5872,13607.64,4472.83,0.8231,0.1769
2023-10-01,South,Analytics Software,Small Business,5051.33,11592.02,161,390.06,62799.31,0.5502,34551.9,17908.54,0.8094,0.1906
2023-10-01,South,Analytics Software,Mid-Market,5577.4,12228.23,147,430.11,63226.88,0.5648,35708.72,17903.09,0.7922,0.2078
2023-10-01,South,Analytics Software,Enterprise,3348.28,10655.61,90,511.74,46056.17,0.6166,28400.53,14396.64,0.8539,0.1461
2023-10-01,South,Implementation Services,Small Business,7180.58,14129.84,122,678.3,82752.06,0.4079,33751.68,12441.27,0.7753,0.2247
2023-10-01,South,Implementation Services,Mid-Market,4364.95,13130.74,90,749.87,67488.35,0.4196,28318.21,10822.52,0.8248,0.1752
2023-10-01,South,Implementation Services,Enterprise,4240.08,11246.75,57,959.18,54673.17,0.4899,26782.44,11295.61,0.8186,0.1814
2023-10-01,South,Training Workshops,Small Business,2751.63,10129.92,164,251.4,41230.09,0.4398,18132.12,5250.57,0.7732,0.2268
2023-10-01,South,Training Workshops,Mid-Market,2379.61,8300.86,122,280.13,34175.33,0.5032,17197.4,6516.93,0.7971,0.2029
2023-10-01,South,Training Workshops,Enterprise,2352.9,8176.3,94,348.11,32722.13,0.5418,17727.79,7198.58,0.7977,0.2023
2023-10-01,South,Support Plans,Small Business,2279.83,8074.81,189,179.1,33849.77,0.5042,17068.25,6713.61,0.8006,0.1994
2023-10-01,South,Support Plans,Mid-Market,2213.04,8192.33,168,191.43,32159.87,0.5432,17470.26,7064.89,0.7936,0.2064
2023-10-01,South,Support Plans,Enterprise,2154.71,8249.21,110,227.4,25014.38,0.5793,14490.9,4086.98,0.7953,0.2047
2023-10-01,West,Analytics Software,Small Business,4723.5,13850.62,176,383.67,67526.65,0.5396,36434.72,17860.61,0.8539,0.1461
2023-10-01,West,Analytics Software,Mid-Market,3711.3,12840.15,140,415.05,58106.85,0.6045,35127.55,18576.1,0.8567,0.1433
2023-10-01,West,Analytics Software,Enterprise,4456.47,11606.54,103,505.99,52116.94,0.6281,32734.76,16671.75,0.8433,0.1567
2023-10-01,West,Implementation Services,Small Business,6688.43,15081.84,107,726.31,77715.68,0.3815,29651.31,7881.03,0.8621,0.1379
2023-10-01,West,Implementation Services,Mid-Market,5533.64,12829.99,84,768.18,64527.09,0.4079,26323.25,7959.62,0.8295,0.1705
2023-10-01,West,Implementation Services,Enterprise,5329.74,13951.6,65,928.16,60330.69,0.4514,27235.66,7954.31,0.8657,0.1343
2023-10-01,West,Training Workshops,Small Business,2286.41,10241.97,112,258.18,28916.68,0.4434,12821.64,293.26,0.8456,0.1544
2023-10-01,West,Training Workshops,Mid-Market,1829.11,8689.19,93,284.99,26504.16,0.4636,12288.4,1770.1,0.8446,0.1554
2023-10-01,West,Training Workshops,Enterprise,2019.57,9186.82,87,332.18,28899.71,0.536,15489.05,4282.67,0.8713,0.1287
2023-10-01,West,Support Plans,Small Business,2162.85,9402.15,190,170.3,32357.41,0.489,15822.41,4257.41,0.8799,0.1201
2023-10-01,West,Support Plans,Mid-Market,2579.17,10734.46,157,192.69,30252.18,0.5351,16188.19,2874.56,0.8797,0.1203
2023-10-01,West,Support Plans,Enterprise,2214.22,9143.25,107,233.68,25003.9,0.5692,14233.07,2875.61,0.8697,0.1303
2023-11-01,Northeast,Analytics Software,Small Business,5234.86,13278.68,155,383.43,59432.12,0.546,32447.02,13933.48,0.8421,0.1579
2023-11-01,Northeast,Analytics Software,Mid-Market,6311.57,14796.1,164,422.97,69366.31,0.5933,41157.95,20050.29,0.852,0.148
2023-11-01,Northeast,Analytics Software,Enterprise,4807.07,11240.65,107,506.59,54204.89,0.64,34691.13,18643.41,0.9322,0.0678
2023-11-01,Northeast,Implementation Services,Small Business,5038.82,14494.9,96,719.66,69086.91,0.4149,28662.06,9128.33,0.8972,0.1028
2023-11-01,Northeast,Implementation Services,Mid-Market,4948.74,13609.46,78,768.72,59960.32,0.4353,26101.36,7543.16,0.847,0.153
2023-11-01,Northeast,Implementation Services,Enterprise,4995.28,12550.11,66,960.88,63418.37,0.4732,30008.32,12462.94,0.9317,0.0683
2023-11-01,Northeast,Training Workshops,Small Business,3077.42,9710.53,155,258.75,40105.91,0.4505,18065.82,5277.87,0.8543,0.1457
2023-11-01,Northeast,Training Workshops,Mid-Market,2650.69,8773.7,106,281.92,29883.35,0.455,13597.95,2173.56,0.8541,0.1459
2023-11-01,Northeast,Training Workshops,Enterprise,2265.99,8591.76,89,353.32,31445.65,0.5472,17207.51,6349.75,0.9036,0.0964
2023-11-01,Northeast,Support Plans,Small Business,3508.51,11471.1,225,179.03,40282.01,0.5173,20838.85,5859.24,0.8642,0.1358
2023-11-01,Northeast,Support Plans,Mid-Market,2559.83,9317.7,189,189.56,35827.11,0.5001,17915.4,6037.88,0.856,0.144
2023-11-01,Northeast,Support Plans,Enterprise,2624.17,8996.22,136,237.69,32326.44,0.593,19170.65,7550.26,0.9303,0.0697
2023-11-01,Midwest,Analytics Software,Small Business,4375.89,11399.97,158,399.93,63189.16,0.5743,36292.67,20516.81,0.8103,0.1897
2023-11-01,Midwest,Analytics Software,Mid-Market,4173.21,10848.87,117,427.64,50034.1,0.5614,28087.51,13065.43,0.8714,0.1286
2023-11-01,Midwest,Analytics Software,Enterprise,2927.66,9748.16,86,532.69,45811.42,0.64,29319.31,16643.49,0.887,0.113
2023-11-01,Midwest,Implementation Services,Small Business,6332.52,11255.05,103,689.04,70970.66,0.4033,28620.87,11033.3,0.8502,0.1498
2023-11-01,Midwest,Implementation Services,Mid-Market,4851.43,9633.8,70,789.46,55262.38,0.4034,22292.53,7807.31,0.8546,0.1454
2023-11-01,Midwest,Implementation Services,Enterprise,3841.39,9886.14,57,956.93,54545.09,0.4673,25490.64,11763.11,0.8272,0.1728
2023-11-01,Midwest,Training Workshops,Small Business,2081.62,8307.66,112,251.82,28203.85,0.4351,12270.48,1881.2,0.8658,0.1342
2023-11-01,Midwest,Training Workshops,Mid-Market,2466.22,7363.91,112,281.26,31501.61,0.4739,14929.74,5099.6,0.8386,0.1614
2023-11-01,Midwest,Training Workshops,Enterprise,1874.87,6946.4,80,346.92,27753.44,0.5394,14969.04,6147.77,0.8817,0.1183
2023-11-01,Midwest,Support Plans,Small Business,1851.25,7206.17,164,173.46,28446.75,0.5226,14865.79,5808.38,0.8243,0.1757
2023-11-01,Midwest,Support Plans,Mid-Market,1948.15,8174.52,155,191.58,29694.24,0.5399,16032.1,5909.43,0.848,0.152
2023-11-01,Midwest,Support Plans,Enterprise,1584.76,8161.45,104,225.35,23436.29,0.5921,13877.14,4130.93,0.8335,0.1665
2023-11-01,South,Analytics Software,Small Business,4990.77,11874.31,159,380.37,60478.47,0.5445,32930.48,16065.4,0.8191,0.1809
2023-11-01,South,Analytics Software,Mid-Market,3747.15,11343.57,140,415.68,58194.75,0.5669,32989.29,17898.57,0.8338,0.1662
2023-11-01,South,Analytics Software,Enterprise,3524.4,10644.33,97,509.97,49467.11,0.6264,30985.22,16816.5,0.8345,0.1655
2023-11-01,South,Implementation Services,Small Business,4835.93,11347.07,100,679.48,67948.36,0.3835,26061.02,9878.02,0.8271,0.1729
2023-11-01,South,Implementation Services,Mid-Market,5315.84,11090.22,86,758.35,65217.69,0.4195,27355.88,10949.82,0.8131,0.1869
2023-11-01,South,Implementation Services,Enterprise,4333.51,10647.66,60,956.86,57411.36,0.4635,26608.45,11627.28,0.8251,0.1749
2023-11-01,South,Training Workshops,Small Business,2890.62,9135.09,135,254.71,34386.49,0.4381,15064.1,3038.39,0.774,0.226
2023-11-01,South,Training Workshops,Mid-Market,2625.41,8769.5,117,282.21,33018.85,0.5035,16626.16,5231.25,0.8339,0.1661
2023-11-01,South,Training Workshops,Enterprise,2860.01,8586.94,96,341.36,32770.78,0.5318,17426.71,5979.76,0.8542,0.1458
2023-11-01,South,Support Plans,Small Business,2972.22,8947.81,210,170.52,35809.64,0.5201,18625.99,6705.95,0.831,0.169
2023-11-01,South,Support Plans,Mid-Market,2463.29,9589.65,192,193.31,37115.75,0.526,19523.39,7470.45,0.7871,0.2129
2023-11-01,South,Support Plans,Enterprise,2321.34,8697.66,145,240.62,34889.95,0.5854,20425.38,9406.38,0.8617,0.1383
2023-11-01,West,Analytics Software,Small Business,5551.35,13273.71,160,401.78,64285.14,0.5664,36408.62,17583.57,0.8818,0.1182
2023-11-01,West,Analytics Software,Mid-Market,4642.78,13215.97,153,409.37,62633.63,0.5744,35977.07,18118.32,0.8443,0.1557
2023-11-01,West,Analytics Software,Enterprise,4122.89,12270.2,97,528.36,51250.68,0.64,32800.43,16407.34,0.8719,0.1281
2023-11-01,West,Implementation Services,Small Business,5600.87,14896.68,97,685.48,66491.32,0.4044,26888.87,6391.32,0.8827,0.1173
2023-11-01,West,Implementation Services,Mid-Market,4865.2,13221.17,84,742.57,62376.11,0.4093,25530.83,7444.47,0.8538,0.1462
2023-11-01,West,Implementation Services,Enterprise,3398.53,11988.84,57,930.9,53061.32,0.4754,25227.91,9840.54,0.8526,0.1474
2023-11-01,West,Training Workshops,Small Business,3159.95,10088.25,137,262.38,35946.07,0.4369,15706.25,2458.05,0.8346,0.1654
2023-11-01,West,Training Workshops,Mid-Market,2191.02,10886.23,119,289.65,34468.16,0.4999,17228.96,4151.71,0.8462,0.1538
2023-11-01,West,Training Workshops,Enterprise,1669.39,9921.66,74,343.11,25389.96,0.5398,13705.73,2114.68,0.8519,0.1481
2023-11-01,West,Support Plans,Small Business,2690.9,10517.42,218,174.98,38145.18,0.5163,19694.02,6485.7,0.8632,0.1368
2023-11-01,West,Support Plans,Mid-Market,2256.47,9885.61,144,187.11,26944.06,0.5362,14447.36,2305.28,0.8857,0.1143
2023-11-01,West,Support Plans,Enterprise,2090.45,9639.73,125,233.21,29150.85,0.5529,16118.92,4388.74,0.852,0.148
2023-12-01,Northeast,Analytics Software,Small Business,4961.8,14874.32,182,398.59,72543.78,0.5364,38915.92,19079.79,0.8966,0.1034
2023-12-01,Northeast,Analytics Software,Mid-Market,4421.42,11590.51,127,420.82,53444.09,0.6009,32114.64,16102.7,0.9026,0.0974
2023-12-01,Northeast,Analytics Software,Enterprise,3286.15,11562.73,99,519.82,51462.07,0.6112,31453.29,16604.41,0.9041,0.0959
2023-12-01,Northeast,Implementation Services,Small Business,4774.91,12747.55,91,720.83,65595.42,0.4043,26523.12,9000.66,0.9006,0.0994
2023-12-01,Northeast,Implementation Services,Mid-Market,5141.55,13205.7,90,773.85,69646.22,0.4093,28502.96,10155.71,0.8851,0.1149
2023-12-01,Northeast,Implementation Services,Enterprise,5323.56,12884.47,68,955.01,64940.95,0.4774,31000.8,12792.76,0.8912,0.1088
2023-12-01,Northeast,Training Workshops,Small Business,1919.83,10247.1,115,263.94,30353.38,0.4734,14368.64,2201.71,0.8833,0.1167
2023-12-01,Northeast,Training Workshops,Mid-Market,2673.46,9137.02,115,271.77,31253.08,0.4676,14614.55,2804.07,0.9127,0.0873
2023-12-01,Northeast,Training Workshops,Enterprise,2087.22,8738.86,84,341.49,28684.83,0.5238,15025.8,4199.72,0.8952,0.1048
2023-12-01,Northeast,Support Plans,Small Business,2401.91,10140.43,203,179.64,36467.38,0.4949,18046.16,5503.82,0.8844,0.1156
2023-12-01,Northeast,Support Plans,Mid-Market,2681.96,9378.09,177,189.28,33502.07,0.5274,17667.89,5607.85,0.8526,0.1474
2023-12-01,Northeast,Support Plans,Enterprise,2098.62,8235.91,100,240.88,24088.31,0.577,13899.67,3565.15,0.9123,0.0877
2023-12-01,Midwest,Analytics Software,Small Business,5172.58,11835.32,160,382.89,61262.35,0.5425,33234.61,16226.71,0.8544,0.1456
2023-12-01,Midwest,Analytics Software,Mid-Market,4534.32,10898.23,130,425.04,55255.33,0.588,32491.6,17059.05,0.8509,0.1491
2023-12-01,Midwest,Analytics Software,Enterprise,3702.96,9030.9,99,506.33,50126.98,0.6259,31375.89,18642.02,0.8721,0.1279
2023-12-01,Midwest,Implementation Services,Small Business,4235.89,11098.15,89,687.52,61189.21,0.4113,25168.8,9834.76,0.8529,0.1471
2023-12-01,Midwest,Implementation Services,Mid-Market,5493.37,11921.92,82,772.94,63381.36,0.4204,26643.35,9228.06,0.8664,0.1336
2023-12-01,Midwest,Implementation Services,Enterprise,2990.13,9846.83,47,905.72,42568.78,0.4514,19215.43,6378.47,0.8759,0.1241
2023-12-01,Midwest,Training Workshops,Small Business,1819.97,7512.66,106,262.13,27785.63,0.4518,12553.04,3220.41,0.8501,0.1499
2023-12-01,Midwest,Training Workshops,Mid-Market,1836.21,7229.41,91,287.05,26121.24,0.4716,12317.88,3252.26,0.8646,0.1354
2023-12-01,Midwest,Training Workshops,Enterprise,2172.76,6607.11,69,352.07,24292.77,0.5342,12976.68,4196.81,0.8848,0.1152
2023-12-01,Midwest,Support Plans,Small Business,2159.79,7150.08,168,180.17,30268.68,0.4941,14955.25,5645.38,0.8578,0.1422
2023-12-01,Midwest,Support Plans,Mid-Market,1844.94,8188.83,125,186.96,23370.49,0.5155,12046.54,2012.77,0.837,0.163
2023-12-01,Midwest,Support Plans,Enterprise,1721.88,7550.04,95,236.46,22463.55,0.5839,13117.52,3845.6,0.8349,0.1651
2023-12-01,South,Analytics Software,Small Business,5721.79,11511.83,181,374.94,67863.32,0.5487,37235.0,20001.38,0.8215,0.1785
2023-12-01,South,Analytics Software,Mid-Market,4999.05,11883.65,145,429.85,62328.1,0.5594,34866.47,17983.77,0.8032,0.1968
2023-12-01,South,Analytics Software,Enterprise,4168.68,11207.07,119,510.78,60782.44,0.6069,36888.03,21512.28,0.7935,0.2065
2023-12-01,South,Implementation Services,Small Business,5892.17,12834.95,100,719.01,71900.55,0.3845,27647.84,8920.71,0.7854,0.2146
2023-12-01,South,Implementation Services,Mid-Market,5181.17,12593.88,93,755.52,70263.3,0.4014,28206.96,10431.9,0.7867,0.2133
2023-12-01,South,Implementation Services,Enterprise,5362.26,12009.36,70,918.74,64311.7,0.4595,29553.89,12182.26,0.8161,0.1839
2023-12-01,South,Training Workshops,Small Business,3733.9,9317.95,158,267.82,42315.93,0.4521,19132.58,6080.73,0.7812,0.2188
2023-12-01,South,Training Workshops,Mid-Market,2692.97,9699.98,134,289.6,38805.97,0.4752,18439.42,6046.47,0.7842,0.2158
2023-12-01,South,Training Workshops,Enterprise,2303.16,8803.85,91,345.45,31436.2,0.5134,16140.89,5033.88,0.7951,0.2049
2023-12-01,South,Support Plans,Small Business,2511.79,10257.28,226,172.69,39027.0,0.5017,19581.28,6812.2,0.8143,0.1857
2023-12-01,South,Support Plans,Mid-Market,2439.28,8387.4,177,184.56,32667.57,0.5295,17297.07,6470.39,0.8133,0.1867
2023-12-01,South,Support Plans,Enterprise,2218.4,7708.94,121,227.33,27507.01,0.5798,15947.45,6020.11,0.8388,0.1612
2023-12-01,West,Analytics Software,Small Business,4214.18,14273.77,165,382.11,63048.21,0.5653,35640.0,17152.05,0.8253,0.1747
2023-12-01,West,Analytics Software,Mid-Market,3767.84,12311.4,139,410.86,57109.73,0.5607,32021.46,15942.23,0.839,0.161
2023-12-01,West,Analytics Software,Enterprise,3710.9,11065.88,87,515.79,44873.92,0.6151,27601.22,12824.44,0.8453,0.1547
2023-12-01,West,Implementation Services,Small Business,4775.12,12975.12,96,688.39,66085.38,0.4217,27865.31,10115.07,0.865,0.135
2023-12-01,West,Implementation Services,Mid-Market,4673.13,13559.06,89,781.63,69565.46,0.4285,29805.4,11573.2,0.8608,0.1392
2023-12-01,West,Implementation Services,Enterprise,3839.29,13674.31,61,905.96,55263.45,0.4578,25299.31,7785.71,0.8632,0.1368
2023-12-01,West,Training Workshops,Small Business,2032.79,9508.31,126,251.67,31710.64,0.4437,14071.12,2530.03,0.8741,0.1259
2023-12-01,West,Training Workshops,Mid-Market,2409.6,8654.02,100,286.08,28607.54,0.4597,13152.31,2088.68,0.8846,0.1154
2023-12-01,West,Training Workshops,Enterprise,2019.45,9597.33,80,335.43,26834.34,0.5229,14031.04,2414.27,0.904,0.096
